city	metro_name	yr	qtr	index_nsa	index_sa	note
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1991	1	100	100	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1991	2	100.53	99.93	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1991	3	100.78	99.5	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1991	4	99.79	99.18	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1992	1	99.21	99.23	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1992	2	97.78	97.15	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1992	3	97.04	95.83	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1992	4	95.26	94.7	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1993	1	92.46	92.48	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1993	2	90.91	90.28	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1993	3	90.28	89.18	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1993	4	87.7	87.21	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1994	1	86.18	86.2	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1994	2	87.18	86.52	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1994	3	86.94	85.87	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1994	4	86.13	85.72	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1995	1	85.47	85.5	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1995	2	85.73	85	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1995	3	85.46	84.4	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1995	4	84.68	84.36	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1996	1	84.47	84.5	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1996	2	84.54	83.74	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1996	3	85.02	83.95	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1996	4	84.81	84.59	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1997	1	85.31	85.33	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1997	2	87.2	86.31	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1997	3	89.05	87.92	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1997	4	90.54	90.38	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1998	1	93.59	93.6	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1998	2	98.97	97.91	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1998	3	103.15	101.83	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1998	4	104.18	104.04	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1999	1	106.54	106.57	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1999	2	110.35	109.16	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1999	3	112.74	111.25	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	1999	4	114.28	114.14	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2000	1	117.92	117.98	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2000	2	122.57	121.27	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2000	3	125.38	123.69	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2000	4	128.68	128.5	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2001	1	132.85	132.94	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2001	2	136.83	135.44	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2001	3	140.7	138.74	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2001	4	143.03	142.81	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2002	1	147.01	147.15	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2002	2	155.09	153.55	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2002	3	163.87	161.51	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2002	4	168.52	168.24	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2003	1	173.81	174.05	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2003	2	183.23	181.4	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2003	3	194.83	191.99	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2003	4	206.2	205.83	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2004	1	220.03	220.46	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2004	2	242.55	240.02	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2004	3	251.75	248.1	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2004	4	253.82	253.33	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2005	1	263.42	264.09	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2005	2	278.42	275.36	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2005	3	292.44	288.24	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2005	4	300.53	299.84	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2006	1	305.3	306.28	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2006	2	310.23	306.78	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2006	3	308.08	303.65	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2006	4	304.94	304.03	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2007	1	297.07	298.2	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2007	2	291.2	288.06	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2007	3	275.24	271.24	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2007	4	250.81	249.88	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2008	1	228.88	229.8	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2008	2	220.3	218.07	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2008	3	210.45	207.35	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2008	4	199.42	198.59	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2009	1	192.35	193.11	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2009	2	194.09	192.23	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2009	3	198.84	195.89	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2009	4	201.28	200.45	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2010	1	201.35	202.02	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2010	2	202.77	200.89	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2010	3	201.92	199.06	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2010	4	196.94	196.11	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2011	1	195.75	196.19	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2011	2	195.47	193.66	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2011	3	195.59	193.09	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2011	4	193.65	192.78	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2012	1	192.37	192.6	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2012	2	197.92	196.04	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2012	3	203.68	201.42	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2012	4	208.47	207.43	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2013	1	216.9	216.98	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2013	2	228.56	226.34	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2013	3	235.13	232.82	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2013	4	241.88	240.56	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2014	1	246.42	246.36	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2014	2	250.9	248.43	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2014	3	254.96	252.75	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2014	4	259.67	258.1	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2015	1	261.41	261.22	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2015	2	269.36	266.77	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2015	3	273.34	271.12	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2015	4	277.91	276.13	
11244	"Anaheim-Santa Ana-Irvine, CA  (MSAD)"	2016	1	281.88	281.6	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1991	1	100	100	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1991	2	99.73	99.44	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1991	3	99.24	98.7	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1991	4	100.59	99.93	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1992	1	99.87	99.91	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1992	2	99.74	99.41	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1992	3	101.32	100.75	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1992	4	101.92	101.27	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1993	1	101.35	101.44	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1993	2	102.57	102.19	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1993	3	103.26	102.66	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1993	4	104.09	103.48	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1994	1	104.87	104.98	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1994	2	106.58	106.13	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1994	3	107.77	107.12	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1994	4	108.79	108.22	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1995	1	108.62	108.75	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1995	2	110.3	109.77	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1995	3	112.2	111.5	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1995	4	113.34	112.85	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1996	1	114.1	114.18	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1996	2	115.99	115.37	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1996	3	116.8	116.08	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1996	4	117.19	116.77	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1997	1	118.47	118.51	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1997	2	120.6	119.9	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1997	3	121.91	121.17	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1997	4	123.38	123.01	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1998	1	124.76	124.75	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1998	2	127.23	126.47	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1998	3	129.46	128.68	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1998	4	131.02	130.69	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1999	1	133.06	133	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1999	2	136.67	135.86	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1999	3	139.59	138.78	
12060	"Atlanta-Sandy Springs-Roswell, GA"	1999	4	141.95	141.61	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2000	1	144.6	144.47	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2000	2	147.97	147.11	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2000	3	150.19	149.38	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2000	4	151.91	151.52	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2001	1	154.11	153.87	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2001	2	157.25	156.44	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2001	3	158.68	157.87	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2001	4	160.32	159.84	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2002	1	161.59	161.24	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2002	2	163.19	162.52	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2002	3	164.67	163.8	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2002	4	165.92	165.38	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2003	1	166.99	166.53	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2003	2	167.82	167.32	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2003	3	169.63	168.66	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2003	4	169.73	169.14	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2004	1	170.58	170.13	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2004	2	171.99	171.52	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2004	3	174	173.01	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2004	4	175.78	175.06	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2005	1	178.46	178.1	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2005	2	179.86	179.31	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2005	3	182.41	181.4	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2005	4	184.08	183.18	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2006	1	181.46	181.38	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2006	2	182.79	182.04	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2006	3	182.13	181.09	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2006	4	182.28	181.32	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2007	1	179.93	180.16	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2007	2	178.28	177.43	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2007	3	174.54	173.35	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2007	4	170.31	169.44	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2008	1	165.03	165.55	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2008	2	161.44	160.55	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2008	3	156.32	155.04	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2008	4	148.25	147.51	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2009	1	140.72	141.45	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2009	2	138.55	137.67	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2009	3	137.04	135.74	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2009	4	136.04	135.35	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2010	1	133.5	134.55	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2010	2	132.74	131.72	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2010	3	128.65	127.27	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2010	4	124.49	123.86	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2011	1	118.82	120.13	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2011	2	117.01	115.91	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2011	3	115.93	114.51	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2011	4	113.29	112.77	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2012	1	110.8	112.34	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2012	2	115.73	114.41	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2012	3	119.01	117.37	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2012	4	122	121.6	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2013	1	124.7	126.63	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2013	2	134.06	132.32	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2013	3	138.88	136.85	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2013	4	140.86	140.64	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2014	1	141.27	143.45	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2014	2	148.43	146.34	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2014	3	152.6	150.37	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2014	4	153.59	153.58	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2015	1	155.33	157.59	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2015	2	164.68	162.25	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2015	3	166.2	163.84	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2015	4	166.83	166.98	
12060	"Atlanta-Sandy Springs-Roswell, GA"	2016	1	168.55	170.85	
12420	"Austin-Round Rock, TX"	1991	1	100	100	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1991	2	100.94	100.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1991	3	101.95	101.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1991	4	103.92	103.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1992	1	106.24	106.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1992	2	109.18	108.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1992	3	112.81	112.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1992	4	115.16	115.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1993	1	118.08	118.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1993	2	122.25	121.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1993	3	126.96	126.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1993	4	129.87	129.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1994	1	133.54	133.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1994	2	136.09	135.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1994	3	137.44	136.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1994	4	138.37	138.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1995	1	138.98	139.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1995	2	141.14	140.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1995	3	143.8	143.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1995	4	143.38	143.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1996	1	145.11	145.2	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1996	2	147.43	146.88	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1996	3	147.8	147.2	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1996	4	148.65	148.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1997	1	148.44	148.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1997	2	148.27	147.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1997	3	147.82	147.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1997	4	149.56	149.5	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1998	1	150.11	150.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1998	2	152.53	151.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1998	3	155.47	154.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1998	4	157.29	157.3	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1999	1	160.37	160.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1999	2	166.02	165.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1999	3	169.99	169.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	1999	4	173.85	173.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2000	1	180.45	180.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2000	2	188.77	187.6	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2000	3	196.58	195.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2000	4	200.77	200.9	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2001	1	205.64	206.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2001	2	209.59	208.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2001	3	209.27	208.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2001	4	208.35	208.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2002	1	207.71	208.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2002	2	211.53	209.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2002	3	210.01	208.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2002	4	208.21	208.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2003	1	205.31	206.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2003	2	205.34	203.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2003	3	203.55	202.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2003	4	202	202.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2004	1	199.53	200.55	
12420	"Austin-Round Rock, TX"	2004	2	203.14	201.38	
12420	"Austin-Round Rock, TX"	2004	3	204.08	202.83	
12420	"Austin-Round Rock, TX"	2004	4	203.67	204.11	
12420	"Austin-Round Rock, TX"	2005	1	206.71	207.84	
12420	"Austin-Round Rock, TX"	2005	2	210.81	208.83	
12420	"Austin-Round Rock, TX"	2005	3	215.87	214.4	
12420	"Austin-Round Rock, TX"	2005	4	217.98	218.7	
12420	"Austin-Round Rock, TX"	2006	1	221.82	223.11	
12420	"Austin-Round Rock, TX"	2006	2	229.32	227	
12420	"Austin-Round Rock, TX"	2006	3	231.71	229.99	
12420	"Austin-Round Rock, TX"	2006	4	233.8	234.76	
12420	"Austin-Round Rock, TX"	2007	1	238.08	239.59	
12420	"Austin-Round Rock, TX"	2007	2	248.6	245.96	
12420	"Austin-Round Rock, TX"	2007	3	248.61	246.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2007	4	246.84	247.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2008	1	253.02	254.8	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2008	2	254.75	252.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2008	3	253.56	251.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2008	4	246.72	248.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2009	1	237.9	239.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2009	2	244.45	241.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2009	3	245.6	243.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2009	4	244.76	246.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2010	1	242.9	244.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2010	2	244.54	241.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2010	3	242.14	239.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2010	4	234.96	237.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2011	1	233.56	235.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2011	2	236.2	233.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2011	3	240.01	237.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2011	4	235.76	238.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2012	1	242.93	244.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2012	2	253.56	250.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
12420	"Austin-Round Rock, TX"	2012	3	256.62	253.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
