state	Year	Quarter	Index	Standard Error
CO	1996	2	108.89
CO	1996	3	110.10
CO	1996	4	111.42
CO	1997	1	113.29
CO	1997	2	113.86
CO	1997	3	116.52
CO	1997	4	118.39
CO	1998	1	119.56
CO	1998	2	120.49
CO	1998	3	121.61
CO	1998	4	123.53
CO	1999	1	124.73
CO	1999	2	127.10
CO	1999	3	128.55
CO	1999	4	130.78
CO	2000	1	134.24
CO	2000	2	136.49
CO	2000	3	138.22
CO	2000	4	139.95
CO	2001	1	143.23
CO	2001	2	145.39
CO	2001	3	146.94
CO	2001	4	148.30
CO	2002	1	151.38
CO	2002	2	152.52
CO	2002	3	154.78
CO	2002	4	156.21
CO	2003	1	157.67
CO	2003	2	158.70
CO	2003	3	161.37
CO	2003	4	163.79
CO	2004	1	164.82
CO	2004	2	168.44
CO	2004	3	172.23
CO	2004	4	174.58
CO	2005	1	176.98
CO	2005	2	184.28
CO	2005	3	189.10
CO	2005	4	194.76
CO	2006	1	198.47
CO	2006	2	202.51
CO	2006	3	207.24
CO	2006	4	212.13
CO	2007	1	215.83
CO	2007	2	221.11
CO	2007	3	224.13
CO	2007	4	226.22
CO	2008	1	228.84
CO	2008	2	231.03
CO	2008	3	226.72
CO	2008	4	226.57
CO	2009	1	228.72
CO	2009	2	223.14
CO	2009	3	217.01
CO	2009	4	213.90
CO	2010	1	207.70
CO	2010	2	205.00
CO	2010	3	204.03
CO	2010	4	202.68
CO	2011	1	199.10
CO	2011	2	190.22
CO	2011	3	191.97
CO	2011	4	192.61
CO	2012	1	190.44
CO	2012	2	187.35
CO	2012	3	190.29
CO	2012	4	192.24
CO	2013	1	192.46
CO	2013	2	193.40
CO	2013	3	194.45
CO	2013	4	191.35
CO	2014	1	195.47
CO	2014	2	198.86
CO	2014	3	203.84
CO	2014	4	206.36
CO	2015	1	207.66
CO	2015	2	210.90
CO	2015	3	213.74
CO	2015	4	217.54
CO	2016	1	220.56
CT	1995	1	100.00
CT	1995	2	100.90
CT	1995	3	104.74
CT	1995	4	105.41
CT	1996	1	105.40
CT	1996	2	105.19
CT	1996	3	101.82
CT	1996	4	106.10
CT	1997	1	103.38
CT	1997	2	104.60
CT	1997	3	105.66
CT	1997	4	105.37
CT	1998	1	108.57
CT	1998	2	108.18
CT	1998	3	109.29
CT	1998	4	110.64
CT	1999	1	112.21
CT	1999	2	113.62
CT	1999	3	114.65
CT	1999	4	116.55
CT	2000	1	116.60
CT	2000	2	119.08
CT	2000	3	122.61
CT	2000	4	124.75
CT	2001	1	127.50
CT	2001	2	130.57
CT	2001	3	133.43
CT	2001	4	136.31
CT	2002	1	139.54
CT	2002	2	143.37
CT	2002	3	146.73
CT	2002	4	149.59
CT	2003	1	151.84
CT	2003	2	153.60
CT	2003	3	157.17
CT	2003	4	162.57
CT	2004	1	166.65
CT	2004	2	173.35
CT	2004	3	182.44
CT	2004	4	181.11
CT	2005	1	189.62
CT	2005	2	194.46
CT	2005	3	199.43
CT	2005	4	204.19
CT	2006	1	206.54
CT	2006	2	206.02
CT	2006	3	208.97
CT	2006	4	210.23
CT	2007	1	211.29
CT	2007	2	208.56
CT	2007	3	207.65
CT	2007	4	208.63
CT	2008	1	208.56
CT	2008	2	200.92
CT	2008	3	196.55
CT	2008	4	193.52
CT	2009	1	196.10
CT	2009	2	189.96
CT	2009	3	183.67
CT	2009	4	181.16
CT	2010	1	180.13
CT	2010	2	178.16
CT	2010	3	176.60
CT	2010	4	176.95
CT	2011	1	172.69
CT	2011	2	170.87
CT	2011	3	171.42
CT	2011	4	173.06
CT	2012	1	169.67
CT	2012	2	167.48
CT	2012	3	166.78
CT	2012	4	168.63
CT	2013	1	164.78
CT	2013	2	163.48
CT	2013	3	164.09
CT	2013	4	163.05
CT	2014	1	162.67
CT	2014	2	160.52
CT	2014	3	165.17
CT	2014	4	166.53
CT	2015	1	166.37
CT	2015	2	166.22
CT	2015	3	161.95
CT	2015	4	164.75
CT	2016	1	167.19
FL	1995	1	100.00
FL	1995	2	103.93
FL	1995	3	100.67
FL	1995	4	105.51
FL	1996	1	105.54
FL	1996	2	105.16
FL	1996	3	105.65
FL	1996	4	103.99
FL	1997	1	105.94
FL	1997	2	110.12
FL	1997	3	111.87
FL	1997	4	113.38
FL	1998	1	117.66
FL	1998	2	115.06
FL	1998	3	121.30
FL	1998	4	120.64
FL	1999	1	122.15
FL	1999	2	123.80
FL	1999	3	127.19
FL	1999	4	128.53
FL	2000	1	132.45
FL	2000	2	134.46
